Hotel ID,Reviewer Name,Score,Hotel_id,Reviewer_id
16_21,Đỗ_1,10.0,348.0,100.0
16_23,Dang_1,9.2,339.0,72.0
16_23,HANJU_1,7.6,339.0,963.0
16_23,한형_1,7.6,339.0,1529.0
16_23,훈앤후_1,7.2,339.0,1531.0
16_28,An_1,9.2,114.0,45.0
16_28,Anh_1,10.0,114.0,6.0
16_28,Anh_2,9.2,114.0,55.0
16_28,Anh_3,10.0,114.0,129.0
16_28,Bá_1,10.0,114.0,656.0
16_28,Châu_1,10.0,114.0,138.0
16_28,Châu_2,8.4,114.0,1173.0
16_28,Dinh_1,9.6,114.0,79.0
16_28,Dinh_2,10.0,114.0,470.0
16_28,Dinh_3,10.0,114.0,779.0
16_28,Doan_1,9.2,114.0,155.0
16_28,Dung_1,10.0,114.0,40.0
16_28,Duong_1,9.2,114.0,73.0
16_28,Duyen_1,8.4,114.0,333.0
16_28,Dương_1,8.4,114.0,60.0
16_28,HOANG_1,9.2,114.0,394.0
16_28,Ha_1,9.2,114.0,54.0
16_28,Ha_2,10.0,114.0,297.0
16_28,Hau_1,8.4,114.0,801.0
16_28,Hiếu_1,10.0,114.0,185.0
16_28,Hiền_1,10.0,114.0,176.0
16_28,Hoa_1,10.0,114.0,88.0
16_28,Hoang_1,9.2,114.0,17.0
16_28,Hoàng_1,8.4,114.0,5183.0
16_28,Hoài_1,10.0,114.0,250.0
16_28,Hoàng_1,10.0,114.0,20.0
16_28,Hung_1,8.0,114.0,50.0
16_28,Hung_2,9.2,114.0,298.0
16_28,Huu_1,10.0,114.0,186.0
16_28,Huy_1,8.0,114.0,16.0
16_28,Hương_1,8.4,114.0,187.0
16_28,Jo_1,8.8,114.0,687.0
16_28,KIEU_1,6.4,114.0,1272.0
16_28,Khiem_1,10.0,114.0,2865.0
16_28,Kien_1,7.2,114.0,339.0
16_28,Kim_1,10.0,114.0,7.0
16_28,Laura_1,10.0,114.0,1827.0
16_28,Le_1,10.0,114.0,13.0
16_28,Linh_1,10.0,114.0,9.0
16_28,LinhVy_1,10.0,114.0,1301.0
16_28,Lê_1,8.0,114.0,14.0
16_28,Lê_2,10.0,114.0,89.0
16_28,Lê_3,10.0,114.0,212.0
16_28,MARRY_1,8.4,114.0,6101.0
16_28,Mai_1,10.0,114.0,21.0
16_28,Mai_2,9.2,114.0,125.0
16_28,Moon_1,8.8,114.0,708.0
16_28,Muội_1,10.0,114.0,2986.0
16_28,NGUYEN_1,7.6,114.0,26.0
16_28,NGUYEN_2,10.0,114.0,132.0
16_28,NGUYEN_3,10.0,114.0,376.0
16_28,NGUYEN_4,6.8,114.0,1331.0
16_28,Nam_1,10.0,114.0,65.0
16_28,Ngoc_1,9.6,114.0,8.0
16_28,Ngoc_2,10.0,114.0,103.0
16_28,Ngoc_3,6.8,114.0,304.0
16_28,Ngoc_4,10.0,114.0,488.0
16_28,Nguyen_1,6.4,114.0,1.0
16_28,Nguyen_2,10.0,114.0,10.0
16_28,Nguyễn_1,10.0,114.0,0.0
16_28,Nguyễn_2,10.0,114.0,5.0
16_28,Nguyễn_3,10.0,114.0,29.0
16_28,Nguyễn_4,10.0,114.0,53.0
16_28,Nguyễn_5,10.0,114.0,86.0
16_28,Ngô_1,9.6,114.0,159.0
16_28,Ngọc_1,10.0,114.0,28.0
16_28,Ngọc_2,8.4,114.0,167.0
16_28,Nhật_1,10.0,114.0,271.0
16_28,PHI_1,10.0,114.0,3052.0
16_28,PHƯƠNG_1,10.0,114.0,3057.0
16_28,Phan_1,10.0,114.0,33.0
16_28,Phong_1,9.6,114.0,140.0
16_28,Phúc_1,10.0,114.0,348.0
16_28,Phạm_1,10.0,114.0,43.0
16_28,Phạm_2,8.4,114.0,256.0
16_28,Phạm_3,10.0,114.0,620.0
16_28,Ruồi_1,10.0,114.0,6939.0
16_28,SAMWAIEL_1,8.4,114.0,6950.0
16_28,SON_1,10.0,114.0,1965.0
16_28,Son_1,8.8,114.0,178.0
16_28,THANH_1,9.6,114.0,116.0
16_28,THOM_1,9.2,114.0,7418.0
16_28,TRAN_1,9.6,114.0,117.0
16_28,TRƯƠNG_1,8.0,114.0,7448.0
16_28,TUAN_1,10.0,114.0,867.0
16_28,Thanh_1,8.4,114.0,4.0
16_28,Thanh_2,7.6,114.0,34.0
16_28,Thi_1,8.0,114.0,3.0
16_28,Thu_1,10.0,114.0,24.0
16_28,Thế_1,10.0,114.0,1065.0
16_28,Thị_1,9.6,114.0,12.0
16_28,Tiên_1,9.6,114.0,309.0
16_28,Toan_1,10.0,114.0,289.0
16_28,Trung_1,9.6,114.0,36.0
16_28,Trung_2,9.6,114.0,235.0
16_28,Trà_1,7.6,114.0,511.0
16_28,Trà_2,8.0,114.0,7677.0
16_28,Trương_1,9.6,114.0,136.0
16_28,Trần_1,10.0,114.0,11.0
16_28,Trần_2,6.4,114.0,66.0
16_28,Tuan_1,8.0,114.0,22.0
16_28,Tung_1,7.6,114.0,273.0
16_28,Tuong_1,10.0,114.0,412.0
16_28,Tình_1,10.0,114.0,1424.0
16_28,VO_1,8.0,114.0,636.0
16_28,Vi_1,9.6,114.0,207.0
16_28,Viet_1,9.2,114.0,67.0
16_28,Vu_1,10.0,114.0,44.0
16_28,Võ_1,9.2,114.0,83.0
16_28,Vũ_1,10.0,114.0,77.0
16_28,Xuân_1,10.0,114.0,236.0
16_28,Xuân_2,10.0,114.0,1444.0
16_28,Yến_1,10.0,114.0,118.0
16_28,bảo_1,7.6,114.0,8319.0
16_28,hieu_1,8.8,114.0,459.0
16_28,ngo_1,10.0,114.0,1117.0
16_28,quoi_1,10.0,114.0,3682.0
16_28,thi_1,10.0,114.0,112.0
16_28,thuy_1,9.2,114.0,358.0
16_28,tu_1,10.0,114.0,910.0
16_29,Tao_1,10.0,417.0,868.0
16_4,Anatoliy_1,7.6,165.0,2410.0
16_4,Anh_1,8.0,165.0,6.0
16_4,CHUNG_1,9.2,165.0,769.0
16_4,Dao_1,6.8,165.0,154.0
16_4,Derek_1,8.4,165.0,1617.0
16_4,DooWon_1,8.0,165.0,2588.0
16_4,Dương_1,8.0,165.0,60.0
16_4,Eddie_1,10.0,165.0,2602.0
16_4,Eunyoung_1,8.4,165.0,1197.0
16_4,Fanny_1,10.0,165.0,960.0
16_4,Heng_1,8.0,165.0,1220.0
16_4,Hui_1,10.0,165.0,396.0
16_4,ILAN_1,6.8,165.0,2728.0
16_4,Ivy_1,9.6,165.0,1242.0
16_4,JIA_1,6.8,165.0,2757.0
16_4,Jason_1,8.8,165.0,300.0
16_4,Jie_1,10.0,165.0,1258.0
16_4,Karen_1,9.6,165.0,606.0
16_4,Kenny_1,6.8,165.0,995.0
16_4,Kenny_2,6.8,165.0,2860.0
16_4,Keow_1,10.0,165.0,2862.0
16_4,LEE_1,8.8,165.0,74.0
16_4,LUIS_1,9.2,165.0,2888.0
16_4,Man_1,9.6,165.0,434.0
16_4,Michael_1,8.8,165.0,90.0
16_4,Michelle_1,9.6,165.0,321.0
16_4,Miyuki_1,10.0,165.0,1875.0
16_4,Nghia_1,10.0,165.0,399.0
16_4,Ngoc_1,6.8,165.0,8.0
16_4,Nguyen_1,7.6,165.0,1.0
16_4,Nhu_1,6.4,165.0,270.0
16_4,Nhuận_1,10.0,165.0,1898.0
16_4,PALLY_1,9.2,165.0,3049.0
16_4,PHẠM_1,8.8,165.0,544.0
16_4,Petr_1,7.6,165.0,1356.0
16_4,Pin_1,10.0,165.0,1927.0
16_4,Pin_2,9.6,165.0,3092.0
16_4,Pui_1,7.2,165.0,490.0
16_4,QIAOYAN_1,9.6,165.0,3101.0
16_4,Quoc_1,6.8,165.0,87.0
16_4,SHANGJIN_1,10.0,165.0,3168.0
16_4,Saito_1,7.2,165.0,3193.0
16_4,Sang_1,7.6,165.0,105.0
16_4,Siong_1,10.0,165.0,3234.0
16_4,Siong_2,10.0,165.0,3235.0
16_4,Siong_3,10.0,165.0,3236.0
16_4,TANG_1,7.6,165.0,1396.0
16_4,Thanh_1,6.8,165.0,4.0
16_4,Thi_1,9.2,165.0,3.0
16_4,Thùy_1,8.8,165.0,288.0
16_4,Tracey_1,10.0,165.0,739.0
16_4,VLADIMIR_1,8.8,165.0,3375.0
16_4,Victor_1,9.2,165.0,2062.0
16_4,WONG_1,10.0,165.0,1438.0
16_4,Wei_1,6.8,165.0,1440.0
16_4,YAN_1,8.4,165.0,3419.0
16_4,YEE_1,9.2,165.0,2086.0
16_4,Yenn_1,10.0,165.0,2104.0
16_4,Yin_1,9.2,165.0,2108.0
16_4,Zeqiong_1,9.2,165.0,3486.0
16_4,bongho_1,7.6,165.0,2135.0
16_4,hee_1,8.8,165.0,2175.0
16_4,hui_1,9.2,165.0,1097.0
16_4,lim_1,10.0,165.0,2217.0
16_4,nicole_1,9.6,165.0,3668.0
16_4,soon_1,10.0,165.0,1499.0
16_4,yalun_1,10.0,165.0,3750.0
16_5,jaesueng_1,7.2,418.0,3592.0
16_7,ANTOANETA_1,10.0,16.0,2380.0
16_7,Adat_1,10.0,16.0,3913.0
16_7,Amy_1,10.0,16.0,926.0
16_7,Amy_2,10.0,16.0,3982.0
16_7,Amy_3,10.0,16.0,3983.0
16_7,Amy_4,8.0,16.0,3984.0
16_7,Anh_1,10.0,16.0,6.0
16_7,Anh_2,8.0,16.0,55.0
16_7,Anh_3,9.6,16.0,129.0
16_7,Anh_4,10.0,16.0,292.0
16_7,Anh_5,10.0,16.0,575.0
16_7,Binh_1,10.0,16.0,152.0
16_7,Bruce_1,10.0,16.0,2452.0
16_7,Bình_1,9.6,16.0,237.0
16_7,Bình_2,9.6,16.0,1161.0
16_7,Bình_3,9.6,16.0,4209.0
16_7,Bích_1,10.0,16.0,293.0
16_7,Bùi_1,10.0,16.0,137.0
16_7,Bảo_1,10.0,16.0,153.0
16_7,Changho_1,7.6,16.0,2484.0
16_7,Chau_1,9.6,16.0,175.0
16_7,Chi_1,8.0,16.0,108.0
16_7,Chinh_1,8.4,16.0,524.0
16_7,Chu_1,10.0,16.0,294.0
16_7,Cháo_1,10.0,16.0,4429.0
16_7,DO_1,10.0,16.0,469.0
16_7,David_1,10.0,16.0,56.0
16_7,Do_1,8.4,16.0,113.0
16_7,Doanh_1,9.6,16.0,4618.0
16_7,Doantrang_1,10.0,16.0,4619.0
16_7,Duc_1,10.0,16.0,37.0
16_7,Duc_2,9.2,16.0,296.0
16_7,Duc_3,9.6,16.0,1191.0
16_7,Duc_4,9.6,16.0,2592.0
16_7,Dung_1,8.4,16.0,40.0
16_7,Dung_2,8.8,16.0,248.0
16_7,Dung_3,8.8,16.0,586.0
16_7,Duy_1,8.0,16.0,25.0
16_7,Duy_2,10.0,16.0,184.0
16_7,Duy_3,10.0,16.0,530.0
16_7,Dương_1,10.0,16.0,60.0
16_7,Dương_2,9.6,16.0,391.0
16_7,Dương_3,10.0,16.0,955.0
16_7,Emma_1,10.0,16.0,473.0
16_7,Eunjin_1,8.0,16.0,1642.0
16_7,Frank_1,8.8,16.0,533.0
16_7,Giang_1,9.2,16.0,57.0
16_7,HIDEHARU_1,8.4,16.0,4988.0
16_7,HIỂN_1,10.0,16.0,1671.0
16_7,HUY_1,8.4,16.0,796.0
16_7,Ha_1,9.6,16.0,54.0
16_7,Ho_1,7.2,16.0,263.0
16_7,Ho_2,8.8,16.0,1700.0
16_7,Hoang_1,10.0,16.0,17.0
16_7,Hongha_1,9.2,16.0,5206.0
16_7,Hoong_1,9.2,16.0,5210.0
16_7,Hoàng_1,8.4,16.0,20.0
16_7,Huong_1,9.6,16.0,70.0
16_7,Huy_1,8.4,16.0,16.0
16_7,Huy_2,10.0,16.0,114.0
16_7,Huy_3,10.0,16.0,475.0
16_7,Huyen_1,10.0,16.0,95.0
16_7,Hà_1,10.0,16.0,51.0
16_7,Hà_2,10.0,16.0,336.0
16_7,Hương_1,6.8,16.0,187.0
16_7,Hồ_1,10.0,16.0,194.0
16_7,Hồ_2,10.0,16.0,977.0
16_7,Hồng_1,10.0,16.0,101.0
16_7,Hữu_1,10.0,16.0,277.0
16_7,JEONGYONG_1,10.0,16.0,5426.0
16_7,JI_1,6.8,16.0,188.0
16_7,JUNHAO_1,9.6,16.0,5507.0
16_7,Jimmy_1,10.0,16.0,818.0
16_7,Jinhee_1,8.0,16.0,819.0
16_7,Jongho_1,6.4,16.0,5661.0
16_7,Julia_1,10.0,16.0,603.0
16_7,Kai_1,8.0,16.0,689.0
16_7,Kate_1,8.8,16.0,2849.0
16_7,Katie_1,10.0,16.0,1277.0
16_7,Khang_1,10.0,16.0,195.0
16_7,Kirsti_1,8.0,16.0,2872.0
16_7,Kiều_1,8.0,16.0,280.0
16_7,Koob_1,10.0,16.0,5898.0
16_7,LEE_1,7.6,16.0,74.0
16_7,LY_1,10.0,16.0,1292.0
16_7,Lan_1,10.0,16.0,62.0
16_7,Le_1,10.0,16.0,13.0
16_7,Linh_1,9.2,16.0,9.0
16_7,Linh_2,9.6,16.0,84.0
16_7,Linh_3,9.6,16.0,341.0
16_7,Loan_1,10.0,16.0,251.0
16_7,Loan_2,10.0,16.0,2917.0
16_7,Luong_1,10.0,16.0,483.0
16_7,Lyn_1,10.0,16.0,1840.0
16_7,Lê_1,10.0,16.0,14.0
16_7,Lê_2,10.0,16.0,89.0
16_7,Lương_1,10.0,16.0,540.0
16_7,MING_1,10.0,16.0,6129.0
16_7,Mahesh_1,10.0,16.0,6185.0
16_7,Mai_1,10.0,16.0,21.0
16_7,Mai_2,10.0,16.0,125.0
16_7,Mai_3,10.0,16.0,1316.0
16_7,Mai_4,10.0,16.0,2950.0
16_7,Mai_5,10.0,16.0,6186.0
16_7,Mai_6,10.0,16.0,6187.0
16_7,Mai_7,10.0,16.0,6188.0
16_7,Mai_8,10.0,16.0,6189.0
16_7,Minh_1,10.0,16.0,2.0
16_7,Minh_2,10.0,16.0,32.0
16_7,Minh_3,10.0,16.0,85.0
16_7,Mong_1,7.6,16.0,6372.0
16_7,Mr._1,10.0,16.0,6387.0
16_7,Muanjan_1,8.8,16.0,6390.0
16_7,Mạnh_1,10.0,16.0,252.0
16_7,Mạnh_2,10.0,16.0,1878.0
16_7,NGUYEN_1,10.0,16.0,26.0
16_7,NI_1,10.0,16.0,6468.0
16_7,Navkaran_1,8.0,16.0,6516.0
16_7,Ngan_1,10.0,16.0,199.0
16_7,Ngan_2,10.0,16.0,1892.0
16_7,Ngan_3,10.0,16.0,6527.0
16_7,Nguyen_1,8.0,16.0,1.0
16_7,Nguyen_2,8.0,16.0,10.0
16_7,Nguyen_3,10.0,16.0,31.0
16_7,Nguyen_4,8.4,16.0,69.0
16_7,Nguyễn_1,10.0,16.0,0.0
16_7,Nguyễn_2,6.8,16.0,5.0
16_7,Nguyễn_3,10.0,16.0,29.0
16_7,Nguyễn_4,8.0,16.0,53.0
16_7,Nguyễn_5,8.4,16.0,86.0
16_7,Nguyễn_6,9.6,16.0,126.0
16_7,Nguyễn_7,8.8,16.0,200.0
16_7,Nguyễn_8,10.0,16.0,269.0
16_7,Ngọc_1,10.0,16.0,28.0
16_7,Ngọc_2,9.6,16.0,167.0
16_7,Ngọc_3,10.0,16.0,438.0
16_7,Ngọc_4,10.0,16.0,713.0
16_7,Nhi_1,10.0,16.0,122.0
16_7,Nirav_1,10.0,16.0,6596.0
16_7,Oanh_1,10.0,16.0,148.0
16_7,PHUNG_1,10.0,16.0,716.0
16_7,Pham_1,8.4,16.0,38.0
16_7,Phan_1,9.6,16.0,33.0
16_7,Phan_2,8.8,16.0,214.0
16_7,Quang_1,10.0,16.0,27.0
16_7,Quy_1,10.0,16.0,444.0
16_7,Quỳnh_1,10.0,16.0,149.0
16_7,RUPINI_1,10.0,16.0,6855.0
16_7,SEOK_1,10.0,16.0,3160.0
16_7,Sara_1,10.0,16.0,1979.0
16_7,Sarintip_1,9.2,16.0,3204.0
16_7,Stefan_1,8.0,16.0,1999.0
16_7,Steven_1,10.0,16.0,215.0
16_7,Sơn_1,9.6,16.0,232.0
16_7,TAE_1,10.0,16.0,624.0
16_7,THI_1,6.4,16.0,48.0
16_7,TING_1,7.2,16.0,3283.0
16_7,TRINH_1,10.0,16.0,3287.0
16_7,TRINH_2,10.0,16.0,7440.0
16_7,Tai_1,10.0,16.0,286.0
16_7,Thanh_1,10.0,16.0,4.0
16_7,Thanh_2,10.0,16.0,34.0
16_7,Thao_1,7.2,16.0,39.0
16_7,The_1,10.0,16.0,408.0
16_7,Thevarajah_1,6.4,16.0,7545.0
16_7,Thi_1,10.0,16.0,3.0
16_7,Thi_2,7.6,16.0,15.0
16_7,Thianrapa_1,10.0,16.0,7555.0
16_7,Thiên_1,9.6,16.0,287.0
16_7,Thuy_1,8.4,16.0,42.0
16_7,Thông_1,10.0,16.0,627.0
16_7,Thơm_1,10.0,16.0,7587.0
16_7,Thị_1,8.4,16.0,12.0
16_7,Thị_2,10.0,16.0,134.0
16_7,Thịnh_1,10.0,16.0,737.0
16_7,Tianyang_1,9.2,16.0,7607.0
16_7,Tiep_1,10.0,16.0,3326.0
16_7,Tinhvan_1,7.2,16.0,7620.0
16_7,Tram_1,10.0,16.0,161.0
16_7,Tran_1,8.4,16.0,23.0
16_7,Trang_1,10.0,16.0,19.0
16_7,Trang_2,6.8,16.0,135.0
16_7,Trinh_1,9.6,16.0,76.0
16_7,Trinh_2,8.0,16.0,633.0
16_7,Trong_1,9.6,16.0,272.0
16_7,Trung_1,9.2,16.0,36.0
16_7,Trung_2,10.0,16.0,235.0
16_7,Trung_3,10.0,16.0,1418.0
16_7,Truong_1,10.0,16.0,81.0
16_7,Trân_1,9.6,16.0,561.0
16_7,Trần_1,7.6,16.0,11.0
16_7,Tu_1,10.0,16.0,205.0
16_7,Tu_2,10.0,16.0,879.0
16_7,Tú_1,8.8,16.0,290.0
16_7,Uyen_1,7.6,16.0,220.0
16_7,VO_1,10.0,16.0,636.0
16_7,Vi_1,10.0,16.0,207.0
16_7,Vy_1,8.8,16.0,93.0
16_7,Vân_1,10.0,16.0,96.0
16_7,Vân_2,10.0,16.0,513.0
16_7,Võ_1,10.0,16.0,83.0
16_7,Văn_1,10.0,16.0,99.0
16_7,Văn_2,8.4,16.0,639.0
16_7,Vũ_1,9.6,16.0,77.0
16_7,Wayne_1,9.2,16.0,2072.0
16_7,YUNMI_1,8.8,16.0,8072.0
16_7,Yudesh_1,7.6,16.0,8192.0
16_7,Yuliia_1,10.0,16.0,8201.0
16_7,bumchan_1,9.2,16.0,8312.0
16_7,christian_1,8.0,16.0,2146.0
16_7,châu_1,10.0,16.0,8372.0
16_7,eunyoung_1,9.6,16.0,2167.0
16_7,hoa_1,10.0,16.0,1472.0
16_7,huyen_1,10.0,16.0,1098.0
16_7,karen_1,10.0,16.0,1480.0
16_7,linh_1,10.0,16.0,276.0
16_7,linh_2,10.0,16.0,3640.0
16_7,linh_3,10.0,16.0,8857.0
16_7,linh_4,9.6,16.0,8858.0
16_7,pham_1,10.0,16.0,191.0
16_7,phương_1,9.6,16.0,3679.0
16_7,quân_1,9.2,16.0,9047.0
16_7,thi_1,10.0,16.0,112.0
16_7,wannakanok_1,10.0,16.0,3746.0
16_7,winnie_1,8.0,16.0,9322.0
16_7,yoonhee_1,10.0,16.0,3756.0
16_7,yuexiang_1,10.0,16.0,9406.0
16_7,Đào_1,10.0,16.0,208.0
16_7,Đình_1,9.6,16.0,419.0
16_7,Đình_2,10.0,16.0,9447.0
16_7,Đăng_1,10.0,16.0,420.0
16_7,Đỗ_1,10.0,16.0,100.0
16_7,Đỗ_2,10.0,16.0,386.0
16_7,진_1,9.2,16.0,3842.0
16_7,하연_1,10.0,16.0,9814.0
16_8,An_1,10.0,288.0,45.0
16_8,Bích_1,8.0,288.0,293.0
16_8,DO_1,10.0,288.0,469.0
16_8,Dao_1,10.0,288.0,154.0
16_8,Lê_1,10.0,288.0,14.0
16_8,Nguyễn_1,10.0,288.0,0.0
16_8,Tien_1,8.4,288.0,142.0
16_8,Tien_2,9.6,288.0,1066.0
16_8,Travis_1,8.8,288.0,1068.0
16_9,Anatoliy_1,7.6,166.0,2410.0
16_9,Anh_1,8.0,166.0,6.0
16_9,CHUNG_1,9.2,166.0,769.0
16_9,Dao_1,6.8,166.0,154.0
16_9,Derek_1,8.4,166.0,1617.0
16_9,DooWon_1,8.0,166.0,2588.0
16_9,Dương_1,8.0,166.0,60.0
16_9,Eddie_1,10.0,166.0,2602.0
16_9,Eunyoung_1,8.4,166.0,1197.0
16_9,Fanny_1,10.0,166.0,960.0
16_9,Heng_1,8.0,166.0,1220.0
16_9,Hui_1,10.0,166.0,396.0
16_9,ILAN_1,6.8,166.0,2728.0
16_9,Ivy_1,9.6,166.0,1242.0
16_9,JIA_1,6.8,166.0,2757.0
16_9,Jason_1,8.8,166.0,300.0
16_9,Jie_1,10.0,166.0,1258.0
16_9,Karen_1,9.6,166.0,606.0
16_9,Kenny_1,6.8,166.0,995.0
16_9,Kenny_2,6.8,166.0,2860.0
16_9,Keow_1,10.0,166.0,2862.0
16_9,LEE_1,8.8,166.0,74.0
16_9,LUIS_1,9.2,166.0,2888.0
16_9,Man_1,9.6,166.0,434.0
16_9,Michael_1,8.8,166.0,90.0
16_9,Michelle_1,9.6,166.0,321.0
16_9,Miyuki_1,10.0,166.0,1875.0
16_9,Nghia_1,10.0,166.0,399.0
16_9,Ngoc_1,6.8,166.0,8.0
16_9,Nguyen_1,7.6,166.0,1.0
16_9,Nhu_1,6.4,166.0,270.0
16_9,Nhuận_1,10.0,166.0,1898.0
16_9,PALLY_1,9.2,166.0,3049.0
16_9,PHẠM_1,8.8,166.0,544.0
16_9,Petr_1,7.6,166.0,1356.0
16_9,Pin_1,10.0,166.0,1927.0
16_9,Pin_2,9.6,166.0,3092.0
16_9,Pui_1,7.2,166.0,490.0
16_9,QIAOYAN_1,9.6,166.0,3101.0
16_9,Quoc_1,6.8,166.0,87.0
16_9,SHANGJIN_1,10.0,166.0,3168.0
16_9,Saito_1,7.2,166.0,3193.0
16_9,Sang_1,7.6,166.0,105.0
16_9,Siong_1,10.0,166.0,3234.0
16_9,Siong_2,10.0,166.0,3235.0
16_9,Siong_3,10.0,166.0,3236.0
16_9,TANG_1,7.6,166.0,1396.0
16_9,Thanh_1,6.8,166.0,4.0
16_9,Thi_1,9.2,166.0,3.0
16_9,Thùy_1,8.8,166.0,288.0
16_9,Tracey_1,10.0,166.0,739.0
16_9,VLADIMIR_1,8.8,166.0,3375.0
16_9,Victor_1,9.2,166.0,2062.0
16_9,WONG_1,10.0,166.0,1438.0
16_9,Wei_1,6.8,166.0,1440.0
16_9,YAN_1,8.4,166.0,3419.0
16_9,YEE_1,9.2,166.0,2086.0
16_9,Yenn_1,10.0,166.0,2104.0
16_9,Yin_1,9.2,166.0,2108.0
16_9,Zeqiong_1,9.2,166.0,3486.0
16_9,bongho_1,7.6,166.0,2135.0
16_9,hee_1,8.8,166.0,2175.0
16_9,hui_1,9.2,166.0,1097.0
16_9,lim_1,10.0,166.0,2217.0
16_9,nicole_1,9.6,166.0,3668.0
16_9,soon_1,10.0,166.0,1499.0
16_9,yalun_1,10.0,166.0,3750.0
17_1,CHANG_1,10.0,316.0,657.0
17_1,Dmitry_1,8.8,316.0,953.0
17_1,Huy_1,10.0,316.0,16.0
17_1,MaiKhanh_1,9.2,316.0,1854.0
17_1,Quoc_1,8.0,316.0,87.0
17_1,Tien_1,10.0,316.0,142.0
17_10,Mai_1,10.0,349.0,21.0
17_10,TU_1,10.0,349.0,556.0
17_10,Đỗ_1,10.0,349.0,100.0
17_11,Chui_1,8.8,199.0,1171.0
17_11,DONGHYO_1,10.0,199.0,2539.0
17_11,DONGIK_1,8.8,199.0,2540.0
17_11,DONGUK_1,10.0,199.0,2542.0
17_11,HWON_1,10.0,199.0,2664.0
17_11,Hei_1,8.4,199.0,2687.0
17_11,Hyojin_1,10.0,199.0,2712.0
17_11,Hyun_1,10.0,199.0,370.0
17_11,Hyunju_1,10.0,199.0,1232.0
17_11,JIAJUN_1,10.0,199.0,2756.0
17_11,King_1,10.0,199.0,695.0
17_11,Kong_1,10.0,199.0,1813.0
17_11,Kyeongmin_1,10.0,199.0,2880.0
17_11,Lim_1,10.0,199.0,432.0
17_11,MINJUNG_1,8.0,199.0,1849.0
17_11,MYUNGJIN_1,8.0,199.0,2947.0
17_11,Minhee_1,8.8,199.0,1324.0
17_11,NGUYỄN_1,10.0,199.0,102.0
17_11,Nguyen_1,10.0,199.0,1.0
17_11,ON_1,8.8,199.0,1907.0
17_11,SaeRom_1,9.6,199.0,3192.0
17_11,Sansern_1,10.0,199.0,3200.0
17_11,Sau_1,9.6,199.0,1044.0
17_11,Seoha_1,9.6,199.0,3208.0
17_11,Seohee_1,10.0,199.0,1982.0
17_11,Sze_1,8.8,199.0,865.0
17_11,Wing_1,10.0,199.0,261.0
17_11,Woojin_1,10.0,199.0,1442.0
17_11,Yesol_1,9.6,199.0,3460.0
17_11,Zz_1,10.0,199.0,3493.0
17_11,chen_1,10.0,199.0,1463.0
17_11,hongseok_1,10.0,199.0,3569.0
17_11,hue_1,10.0,199.0,3572.0
17_11,jam_1,10.0,199.0,3594.0
17_11,minjung_1,9.2,199.0,1114.0
17_11,yongcheol_1,10.0,199.0,3755.0
17_11,소현_1,10.0,199.0,2346.0
17_11,진주_1,8.0,199.0,1140.0
17_11,호이짜_1,10.0,199.0,1530.0
17_13,Dang_1,9.2,340.0,72.0
17_13,HANJU_1,7.6,340.0,963.0
17_13,한형_1,7.6,340.0,1529.0
17_13,훈앤후_1,7.2,340.0,1531.0
17_18,Tao_1,10.0,419.0,868.0
17_19,Yong_1,7.2,420.0,356.0
17_2,HYOWON_1,10.0,266.0,1678.0
17_2,Nguyễn_1,10.0,266.0,0.0
17_2,Siu_1,9.2,266.0,1050.0
17_2,Wonjin_1,10.0,266.0,2075.0
17_2,Wonseok_1,7.2,266.0,2076.0
17_2,choi_1,7.2,266.0,311.0
17_2,jaejung_1,8.4,266.0,2190.0
17_2,mun_1,9.2,266.0,1115.0
17_2,seungye_1,8.0,266.0,2263.0
17_2,su_1,9.2,266.0,1124.0
17_2,상준_1,9.6,266.0,2342.0
17_21,Mai_1,10.0,350.0,21.0
17_21,TU_1,10.0,350.0,556.0
17_21,Đỗ_1,10.0,350.0,100.0
17_22,Chui_1,8.8,200.0,1171.0
17_22,DONGHYO_1,10.0,200.0,2539.0
17_22,DONGIK_1,8.8,200.0,2540.0
17_22,DONGUK_1,10.0,200.0,2542.0
17_22,HWON_1,10.0,200.0,2664.0
17_22,Hei_1,8.4,200.0,2687.0
17_22,Hyojin_1,10.0,200.0,2712.0
17_22,Hyun_1,10.0,200.0,370.0
17_22,Hyunju_1,10.0,200.0,1232.0
17_22,JIAJUN_1,10.0,200.0,2756.0
17_22,King_1,10.0,200.0,695.0
17_22,Kong_1,10.0,200.0,1813.0
17_22,Kyeongmin_1,10.0,200.0,2880.0
17_22,Lim_1,10.0,200.0,432.0
17_22,MINJUNG_1,8.0,200.0,1849.0
17_22,MYUNGJIN_1,8.0,200.0,2947.0
17_22,Minhee_1,8.8,200.0,1324.0
17_22,NGUYỄN_1,10.0,200.0,102.0
17_22,Nguyen_1,10.0,200.0,1.0
17_22,ON_1,8.8,200.0,1907.0
17_22,SaeRom_1,9.6,200.0,3192.0
17_22,Sansern_1,10.0,200.0,3200.0
17_22,Sau_1,9.6,200.0,1044.0
17_22,Seoha_1,9.6,200.0,3208.0
17_22,Seohee_1,10.0,200.0,1982.0
17_22,Sze_1,8.8,200.0,865.0
17_22,Wing_1,10.0,200.0,261.0
17_22,Woojin_1,10.0,200.0,1442.0
17_22,Yesol_1,9.6,200.0,3460.0
17_22,Zz_1,10.0,200.0,3493.0
17_22,chen_1,10.0,200.0,1463.0
